opp_id,title,content_type,framework,characters,language,persona,city,reach,shareability,save,comment,lead_gen,total,priority_score,hook_category,cta_category
OPP-392,Tum broke nahi ho tum bleeding ho roz 50K leak (skit),CT-DRAMA,FW-WHATSAPP-CHAOS,CH-OWNER,en-leaning,Owner,Both,10,6,7,9,4,36,7.0,CONTRARIAN,FOLLOW
OPP-393,Maharashtra RERA agent rule badla 60 sec mein samjho (carousel) [Mumbai],CT-EDU,FW-MISTAKE,CH-OWNER,en-leaning,Owner,Mumbai,5,5,9,9,4,32,6.1,NEWS,COMMENT
OPP-394,RERA number har listing pe trust signal (carousel) [Mumbai],CT-EDU,FW-MYTH,CH-OWNER,mr-dominant,Owner,Mumbai,3,4,8,5,4,24,4.8,REAL-ESTATE,DEMO
OPP-395,Ready reckoner rate badha brokers ke liye matlab (carousel) [Pune],CT-EDU,FW-MYTH,CH-OWNER,hi-dominant,Owner,Pune,4,6,9,6,4,29,5.7,NEWS,SAVE
OPP-396,Carpet vs built-up loading samjhao client ko (carousel),CT-EDU,FW-MISTAKE,CH-BROKER,mixed,Broker,Both,6,3,9,3,4,25,5.1,REAL-ESTATE,DEMO
OPP-397,Portal listing rate hike MagicBricks 99acres ab kya (carousel) [Pune],CT-EDU,FW-MYTH,CH-OWNER,hi-dominant,Owner,Pune,4,5,8,4,6,27,5.5,NEWS,SAVE
OPP-398,MagicBricks lead 2 ghante baad call buyer already deal (demo),CT-DEMO,FW-CRM,CH-BROKER,mixed,Broker,Both,2,4,7,5,10,28,5.9,LEAD-MANAGEMENT,DEMO
OPP-399,All portals one inbox MagicBricks Housing 99acres (demo),CT-DEMO,FW-CRM,CH-OWNER,mixed,Owner,Both,4,6,8,5,10,33,6.8,LEAD-MANAGEMENT,TRIAL
OPP-400,Facebook ad 5000 spend kitna convert ho raha (demo) [Pune],CT-DEMO,FW-DEMO,CH-OWNER,mixed,Owner,Pune,4,3,8,5,10,30,6.2,REVENUE,DEMO
OPP-401,FB pe 20 comment 3 ko call kiya 17 ignore ek buyer tha (demo),CT-DEMO,FW-DEMO,CH-CONSULTANT,hi-dominant,Broker,Both,7,4,5,4,10,30,6.3,LEAD-MANAGEMENT,TRIAL
OPP-402,Google Ads 50K spend 100 lead 10 convert ho sakte the 50 (demo),CT-DEMO,FW-CRM,CH-OWNER,hi-dominant,Owner,Both,2,4,8,4,10,28,5.9,REVENUE,DEMO
OPP-403,Referral best lead par tumne follow-up nahi kiya (demo) [Mumbai],CT-DEMO,FW-CRM,CH-BROKER,hi-dominant,Broker,Mumbai,5,3,7,6,6,27,5.4,SALES,TRIAL
OPP-404,Referral source track kiya top agent 40 referral nikla (demo) [Pune],CT-DEMO,FW-AI,CH-OWNER,en-leaning,Owner,Pune,2,4,8,4,9,27,5.7,SOCIAL-PROOF,DEMO
OPP-405,Portal lead auto sync 15 min response 4x close (demo),CT-DEMO,FW-DEMO,CH-OWNER,mr-dominant,Owner,Both,4,2,6,4,10,26,5.5,LEAD-MANAGEMENT,DEMO
OPP-406,Mumbai broker vs Pune broker ka kaam karne ka tareeka (meme) [Pune],CT-MEME,FW-CURIOSITY,CH-CONSULTANT|CH-LOSTLEAD,hi-dominant,Broker,Pune,9,7,5,8,1,30,5.7,REAL-ESTATE,COMMENT
OPP-407,Pune cha broker ata Pune chi technology RealEstateFlow (meme),CT-MEME,FW-SKIT,CH-CONSULTANT|CH-BROKER,hi-dominant,Broker,Both,7,8,3,8,4,30,5.8,REAL-ESTATE,COMMENT
OPP-408,Mumbai status Pune growth dono ko ek CRM (meme),CT-MEME,FW-CURIOSITY,CH-OWNER|CH-LOSTLEAD,hi-dominant,Owner,Both,5,7,4,6,2,24,4.6,CONTRARIAN,FOLLOW
OPP-409,South Mumbai luxury broker bhi system chahiye (meme),CT-MEME,FW-WHATSAPP-CHAOS,CH-CONSULTANT|CH-BROKER,mixed,Broker,Both,8,9,1,4,5,27,5.5,REAL-ESTATE,SHARE
OPP-410,Kothrud IT crowd ko property bechna tech-savvy approach (meme) [Pune],CT-MEME,FW-SKIT,CH-BROKER|CH-NEWBIE,hi-dominant,Broker,Pune,5,8,4,8,2,27,5.1,REAL-ESTATE,SHARE
OPP-411,RealEstateFlow vs generic CRM India ke liye bana (case study) [Pune],CT-CASE,FW-CASE,CH-OWNER|CH-HAPPY,hi-dominant,Owner,Pune,3,3,7,7,10,30,6.2,CONTRARIAN,TRIAL
OPP-412,Zoho Salesforce ke saamne desi CRM ka faayda (case study) [Pune],CT-CASE,FW-CASE,CH-OWNER,en-leaning,Owner,Pune,4,5,5,4,9,27,5.7,CRM,TRIAL
OPP-413,Competitor spreadsheet pe aap system pe deal jeet gaye (case study),CT-CASE,FW-BAB,CH-OWNER|CH-HAPPY,mr-dominant,Owner,Both,4,6,5,6,6,27,5.4,SOCIAL-PROOF,DEMO
OPP-414,Portal dependency chhodo apna lead engine banao (case study),CT-CASE,FW-BAB,CH-OWNER|CH-HAPPY,hi-dominant,Owner,Both,3,3,8,8,8,30,6.0,CONTRARIAN,DEMO
OPP-415,Gudi Padwa naya saal nayi deals shubhechha (carousel) [Pune],CT-EDU,FW-MYTH,CH-OWNER,en-leaning,Owner,Pune,6,6,8,7,5,32,6.3,REAL-ESTATE,COMMENT
OPP-416,Diwali booking season leads ka rush handle karo (carousel),CT-EDU,FW-LEAD-LEAKAGE,CH-OWNER,hi-dominant,Owner,Both,6,5,7,3,6,27,5.6,REAL-ESTATE,SAVE
OPP-417,Akshaya Tritiya property muhurat leads double (carousel) [Pune],CT-EDU,FW-LEAD-LEAKAGE,CH-OWNER,mr-dominant,Owner,Pune,8,5,8,6,5,32,6.3,REAL-ESTATE,COMMENT
OPP-418,Festival season 3x leads system ready hai kya (carousel),CT-EDU,FW-LEAD-LEAKAGE,CH-OWNER,mr-dominant,Owner,Both,5,6,8,7,6,32,6.4,CURIOSITY,SAVE
OPP-419,Year end push December targets dashboard se (carousel) [Mumbai],CT-EDU,FW-LEAD-LEAKAGE,CH-SALESMGR,hi-dominant,Manager,Mumbai,6,6,7,6,7,32,6.5,REAL-ESTATE,COMMENT
OPP-420,Dashboard ek click office ka poora hisaab (demo),CT-DEMO,FW-DEMO,CH-OWNER,mr-dominant,Owner,Both,2,2,8,6,10,28,5.8,DEMO,DEMO
OPP-421,Lead assign drag drop 3 sec demo (demo),CT-DEMO,FW-DEMO,CH-SALESMGR,mixed,Manager,Both,3,2,6,4,9,24,5.1,DEMO,DEMO
OPP-422,Speech to text se lead note bolo type mat karo (demo),CT-DEMO,FW-AI,CH-BROKER,mr-dominant,Broker,Both,5,5,6,6,9,31,6.3,DEMO,DEMO
OPP-423,Site visit schedule reminder auto demo (demo),CT-DEMO,FW-CRM,CH-BROKER,mr-dominant,Broker,Both,3,5,7,4,9,28,5.8,DEMO,DEMO
OPP-424,Calendar pe poori team ki site visit ek screen (demo),CT-DEMO,FW-AI,CH-SALESMGR,mixed,Manager,Both,4,3,8,7,6,28,5.5,DEMO,DEMO
OPP-425,Phone OTP login 30 sec mein shuru no credit card (demo) [Mumbai],CT-DEMO,FW-AI,CH-OWNER,mixed,Owner,Mumbai,5,4,4,5,9,27,5.6,CRM,DEMO
OPP-426,15 agent team 20 Cr revenue 8 ghante kaam ka sapna (deep-dive) [Pune],CT-AUTHORITY,FW-CRM,CH-OWNER,hi-dominant,Owner,Pune,7,6,8,7,6,34,6.8,REVENUE,FOLLOW
OPP-427,Arjun ne 5 deal se 12 deal kiye system se (deep-dive),CT-AUTHORITY,FW-CRM,CH-BROKER,hi-dominant,Broker,Both,6,5,7,5,7,30,6.1,SALES,COMMUNITY
OPP-428,Professional broker banna hai to professional tool (deep-dive),CT-AUTHORITY,FW-AUTHORITY,CH-OWNER,en-leaning,Owner,Both,5,6,7,6,7,31,6.2,REAL-ESTATE,COMMUNITY
OPP-429,Business tumhare bina chale yeh kaise (deep-dive) [Pune],CT-AUTHORITY,FW-CONTRARIAN,CH-OWNER,en-leaning,Owner,Pune,3,7,9,6,5,30,5.9,CURIOSITY,FOLLOW
OPP-430,POV jab client puche mera lead kahan hai (meme) [Mumbai],CT-MEME,FW-SKIT,CH-CONSULTANT|CH-LOSTLEAD,hi-dominant,Broker,Mumbai,9,10,3,10,2,34,6.4,WHATSAPP-CHAOS,COMMENT
OPP-431,Broker ki Excel sheet ka funeral (meme) [Mumbai],CT-MEME,FW-WHATSAPP-CHAOS,CH-BROKER,hi-dominant,Broker,Mumbai,10,10,1,9,1,31,5.8,CURIOSITY,COMMENT
OPP-432,Jab do agent same lead pe ladte hain (meme),CT-MEME,FW-SKIT,CH-TEAMLEAD,hi-dominant,Manager,Both,10,10,4,4,1,29,5.6,SALES,SHARE
OPP-433,Ek minute file dhoondta hoon buyer waiting meme (meme),CT-MEME,FW-CURIOSITY,CH-CONSULTANT|CH-LOSTLEAD,mr-dominant,Broker,Both,10,10,3,5,1,29,5.6,WHATSAPP-CHAOS,COMMENT
OPP-434,Naya agent jab pehli baar CRM dekhta hai reaction (meme) [Pune],CT-MEME,FW-CURIOSITY,CH-NEWBIE,hi-dominant,NewJoiner,Pune,8,10,3,6,3,30,5.8,CURIOSITY,FOLLOW
OPP-435,2026 aa gaya bhai aur tu abhi bhi Excel pe (meme) [Mumbai],CT-MEME,FW-SKIT,CH-CONSULTANT,hi-dominant,Broker,Mumbai,10,9,5,9,2,35,6.6,WHATSAPP-CHAOS,FOLLOW
OPP-436,Beta business join nahi karna chahta jab tak CRM nahi dekha (testimonial) [Mumbai],CT-PROOF,FW-AUTHORITY,CH-OWNER,en-leaning,Owner,Mumbai,5,6,4,7,9,31,6.3,REAL-ESTATE,DM
OPP-437,Purane broker ka succession plan tech se zinda (testimonial),CT-PROOF,FW-CASE,CH-OWNER,en-leaning,Owner,Both,4,5,6,6,9,30,6.2,FOUNDER,TRIAL
OPP-438,Indian brokerages 30-40 percent leads lose data breakdown (deep-dive),CT-AUTHORITY,FW-CRM,CH-OWNER,mr-dominant,Owner,Both,4,4,8,8,7,31,6.2,CRM,FOLLOW
OPP-439,Response time hi sabse bada competitive edge data (deep-dive) [Pune],CT-AUTHORITY,FW-CONTRARIAN,CH-OWNER,en-leaning,Owner,Pune,4,3,9,7,8,31,6.2,CONTRARIAN,SAVE
OPP-440,Ek RE CRM mein yeh 7 cheez honi chahiye checklist (deep-dive) [Mumbai],CT-AUTHORITY,FW-MYTH,CH-OWNER,mixed,Owner,Mumbai,2,6,10,4,4,26,5.2,CRM,COMMUNITY
OPP-441,Lead source ROI kaunsa source sabse sasta (deep-dive) [Pune],CT-AUTHORITY,FW-CRM,CH-OWNER,hi-dominant,Owner,Pune,3,7,8,4,8,30,6.2,REAL-ESTATE,FOLLOW
OPP-442,POV broker scrolling 200 unread WhatsApp dhoondh raha ek lead (demo),CT-DEMO,FW-AI,CH-BROKER,mixed,Broker,Both,9,7,7,5,7,35,7.1,WHATSAPP-CHAOS,DEMO
OPP-443,WhatsApp mein jo 5L deal laga tha woh gaya kahan (demo),CT-DEMO,FW-DEMO,CH-OWNER,hi-dominant,Owner,Both,8,7,5,6,10,36,7.4,WHATSAPP-CHAOS,DEMO
OPP-444,Subah ka buyer dopahar tak 80 messages mein dafan (demo),CT-DEMO,FW-CRM,CH-BROKER,mr-dominant,Broker,Both,3,4,6,4,6,23,4.7,WHATSAPP-CHAOS,DEMO
OPP-445,Do agent ek hi WhatsApp lead pe call kar diye buyer confuse (demo) [Mumbai],CT-DEMO,FW-DEMO,CH-TEAMLEAD,hi-dominant,Manager,Mumbai,4,3,7,6,9,29,6.0,WHATSAPP-CHAOS,TRIAL
OPP-446,Kaunsa chat mein Bandra wali property thi yaad nahi (demo) [Mumbai],CT-DEMO,FW-DEMO,CH-CONSULTANT,hi-dominant,Broker,Mumbai,4,3,6,4,8,25,5.2,WHATSAPP-CHAOS,DEMO
OPP-447,Tumhi pan lead WhatsApp madhe shodhta mag deal gela samjha (demo) [Pune],CT-DEMO,FW-AI,CH-BROKER,hi-dominant,Broker,Pune,4,9,5,5,8,31,6.3,WHATSAPP-CHAOS,TRIAL
OPP-448,30 WhatsApp groups khole ek lead ke liye (demo),CT-DEMO,FW-DEMO,CH-BROKER,mixed,Broker,Both,4,5,5,6,6,26,5.2,WHATSAPP-CHAOS,DEMO
OPP-449,WhatsApp pe Interested likha buyer ne phir gayab (demo) [Mumbai],CT-DEMO,FW-AI,CH-BROKER,mixed,Broker,Mumbai,6,4,7,6,8,31,6.3,WHATSAPP-CHAOS,DEMO
OPP-450,Office group mein lead aaya kisi ne uthaya hi nahi (demo),CT-DEMO,FW-DEMO,CH-SALESMGR,hi-dominant,Manager,Both,3,4,6,7,8,28,5.7,WHATSAPP-CHAOS,TRIAL
OPP-451,WhatsApp lead ek tap mein system mein daalo demo (demo) [Mumbai],CT-DEMO,FW-AI,CH-CONSULTANT,mixed,Broker,Mumbai,2,4,7,6,10,29,6.0,LEAD-MANAGEMENT,DEMO
OPP-452,Client ka naam WhatsApp mein Unknown Number save (demo) [Pune],CT-DEMO,FW-CRM,CH-CONSULTANT,hi-dominant,Broker,Pune,2,4,5,6,7,24,4.8,WHATSAPP-CHAOS,DEMO
OPP-453,Forwarded property 5 baar bheji par track kisi ne nahi kiya (demo),CT-DEMO,FW-CRM,CH-CONSULTANT,mr-dominant,Broker,Both,5,5,5,4,8,27,5.6,WHATSAPP-CHAOS,DEMO
OPP-454,100 leads aaye sirf 12 convert hue baaki kahan gaye (demo) [Pune],CT-DEMO,FW-CRM,CH-OWNER,hi-dominant,Owner,Pune,4,3,7,5,10,29,6.1,LEAD-LEAKAGE,DEMO
OPP-455,30 percent leads chup-chaap gayab har mahine ka 20L (demo),CT-DEMO,FW-DEMO,CH-OWNER,mr-dominant,Owner,Both,4,4,9,6,10,33,6.8,REVENUE,DEMO
OPP-456,Aapke leads leak ho rahe hain aur aapko pata bhi nahi (demo) [Pune],CT-DEMO,FW-CRM,CH-OWNER,mr-dominant,Owner,Pune,4,3,6,6,10,29,6.0,FEAR,TRIAL
OPP-457,Lead leakage calculator apni leak nikalo comment mein (demo),CT-DEMO,FW-CRM,CH-OWNER,hi-dominant,Owner,Both,5,5,9,8,10,37,7.5,REVENUE,TRIAL
OPP-458,Har lead ka owner kaun yeh dikhana zaroori hai (demo) [Mumbai],CT-DEMO,FW-AI,CH-TEAMLEAD|CH-LOSTLEAD,mixed,Manager,Mumbai,2,4,6,5,9,26,5.4,LEAD-MANAGEMENT,DEMO
OPP-459,Competitor ne 2 min mein call kiya aapne 2 ghante baad (demo),CT-DEMO,FW-CRM,CH-BROKER,mixed,Broker,Both,4,4,7,6,10,31,6.4,FEAR,DEMO
OPP-460,Aapka deal unka commission response time ka khel (demo),CT-DEMO,FW-CRM,CH-OWNER|CH-LOSTLEAD,en-leaning,Owner,Both,3,5,6,7,10,31,6.4,REVENUE,DEMO
OPP-461,Lead aaya call lagaya kal buyer already gaya (demo) [Pune],CT-DEMO,FW-AI,CH-BROKER,mixed,Broker,Pune,6,3,7,5,8,29,6.0,LEAD-MANAGEMENT,TRIAL
OPP-462,Spreadsheet purana hai aaj ke leads kahan (demo),CT-DEMO,FW-DEMO,CH-TEAMLEAD|CH-LOSTLEAD,mr-dominant,Manager,Both,2,6,6,5,8,27,5.6,FEAR,DEMO
OPP-463,Ek recovered deal poore saal ka CRM cost cover karta hai (demo) [Pune],CT-DEMO,FW-AI,CH-OWNER,mr-dominant,Owner,Pune,2,4,5,5,10,26,5.5,REVENUE,DEMO
OPP-464,Follow-up bhool gaye Ab nahi hoga sab automatic (UGC selfie),CT-UGC,FW-PROPERTY,CH-BROKER,hi-dominant,Broker,Both,5,6,7,3,9,30,6.3,FEAR,DEMO
OPP-465,Kal jis client se baat hui aaj follow-up kiya kya (UGC selfie) [Pune],CT-UGC,FW-PROPERTY,CH-CONSULTANT,mr-dominant,Broker,Pune,5,7,6,6,6,30,6.0,SALES,DEMO
OPP-466,Client teesri baar pooche any update aap kya bologe (UGC selfie),CT-UGC,FW-OBJECTION,CH-BROKER,hi-dominant,Broker,Both,8,5,4,5,6,28,5.7,FEAR,TRIAL
OPP-467,Response within 15 min 60 percent close after 1 hour 20 percent (UGC selfie),CT-UGC,FW-PROPERTY,CH-OWNER,mixed,Owner,Both,7,8,7,6,10,38,7.8,SALES,DM
OPP-468,3 follow-up jo har broker bhoolta hai (UGC selfie) [Pune],CT-UGC,FW-OBJECTION,CH-CONSULTANT,hi-dominant,Broker,Pune,5,5,7,4,7,28,5.8,CURIOSITY,DM
OPP-469,Follow-up rahila ani deal gela Pune broker ki kahani (UGC selfie) [Pune],CT-UGC,FW-OBJECTION,CH-BROKER,hi-dominant,Broker,Pune,5,7,6,6,9,33,6.8,FOLLOWUP,DM
OPP-470,Buyer ko reminder system bhejega tum deal close karoge (UGC selfie),CT-UGC,FW-UGC,CH-BROKER,hi-dominant,Broker,Both,4,5,4,7,5,25,4.9,SALES,DEMO
OPP-471,Google Ads ka lead 48 ghante mein thanda follow-up turant (UGC selfie),CT-UGC,FW-UGC,CH-OWNER,hi-dominant,Owner,Both,4,4,3,4,10,25,5.3,FEAR,TRIAL
OPP-472,Commission ka jhagda ab nahi khata book khol ke dikhao (case study) [Mumbai],CT-CASE,FW-BAB,CH-OWNER|CH-HAPPY,hi-dominant,Owner,Mumbai,3,6,6,7,8,30,6.1,REVENUE,TRIAL
OPP-473,Do agent same lead claim kar rahe khata ne 10 sec mein settle (case study) [Pune],CT-CASE,FW-CASE,CH-SALESMGR|CH-HAPPY,mixed,Manager,Pune,4,3,4,7,8,26,5.2,SALES,DEMO
OPP-474,Agent bole 5L baki broker bole 3L hisaab kaun sahi (case study),CT-CASE,FW-BAB,CH-OWNER,en-leaning,Owner,Both,4,4,6,8,10,32,6.5,REVENUE,DM
OPP-475,Excel mein commission galat overpay 2L ka error (case study),CT-CASE,FW-CASE,CH-OWNER,hi-dominant,Owner,Both,5,4,6,6,7,28,5.7,CRM,DEMO
OPP-476,Kiska kitna paisa khata book mein zero jhagda (case study) [Pune],CT-CASE,FW-LEAD-LEAKAGE,CH-OWNER,mixed,Owner,Pune,3,2,5,7,10,27,5.5,REVENUE,DEMO
OPP-477,Khata settlement 3 tap mein dekho live (case study) [Pune],CT-CASE,FW-BAB,CH-OWNER,mr-dominant,Owner,Pune,6,3,4,6,9,28,5.8,DEMO,TRIAL
OPP-478,Hishob clear kara bhandan sampla Marathi khata reel (case study) [Pune],CT-CASE,FW-BAB,CH-OWNER,en-leaning,Owner,Pune,5,4,6,4,7,26,5.3,CRM,DEMO
OPP-479,Commission split channel partner ke saath transparent rakho (case study),CT-CASE,FW-BAB,CH-OWNER|CH-HAPPY,mixed,Owner,Both,4,5,6,4,7,26,5.3,REVENUE,DEMO
OPP-480,Manual hisaab mein har mahine kitna leak ho raha (case study),CT-CASE,FW-CASE,CH-OWNER|CH-HAPPY,hi-dominant,Owner,Both,4,2,7,7,10,30,6.2,FEAR,TRIAL
OPP-481,AI ne mere 100 buyers ko call kiya 30 qualified nikle (deep-dive) [Pune],CT-AUTHORITY,FW-CRM,CH-BROKER,hi-dominant,Broker,Pune,7,7,8,7,10,39,8.0,AI,SAVE
OPP-482,AI calls karega tu deals close karega 10 ghante bach gaye (deep-dive),CT-AUTHORITY,FW-MYTH,CH-CONSULTANT,hi-dominant,Broker,Both,8,5,8,6,8,35,7.1,AI,COMMUNITY
OPP-483,Maine AI se follow-up call karwaya client ko pata bhi nahi chala (deep-dive),CT-AUTHORITY,FW-CONTRARIAN,CH-BROKER,hi-dominant,Broker,Both,7,8,5,8,8,36,7.2,CURIOSITY,FOLLOW
OPP-484,AI calling demo sun lo asli real estate call (deep-dive),CT-AUTHORITY,FW-MYTH,CH-BROKER,hi-dominant,Broker,Both,6,6,7,6,10,35,7.2,AI,FOLLOW
OPP-485,AI calling real estate mein chalega Myth bust (deep-dive),CT-AUTHORITY,FW-CONTRARIAN,CH-OWNER,mr-dominant,Owner,Both,4,5,8,9,8,34,6.8,MYTH,COMMUNITY
OPP-486,Raat ko 100 leads AI ne call kiye subah qualified list ready (deep-dive),CT-AUTHORITY,FW-AUTHORITY,CH-OWNER,hi-dominant,Owner,Both,6,5,6,4,9,30,6.2,AI,SAVE
OPP-487,AI tumhe replace nahi karega boring kaam karega (deep-dive) [Pune],CT-AUTHORITY,FW-CRM,CH-CONSULTANT,hi-dominant,Broker,Pune,7,4,8,7,7,33,6.6,CONTRARIAN,FOLLOW
OPP-488,AI ne Google Ads lead 30 sec mein follow-up kiya deal bachi (deep-dive) [Pune],CT-AUTHORITY,FW-CRM,CH-OWNER,en-leaning,Owner,Pune,5,5,7,5,9,31,6.4,AI,SAVE
OPP-489,AI calling kaise set karo 60 second mein (deep-dive) [Mumbai],CT-AUTHORITY,FW-CRM,CH-OWNER,hi-dominant,Owner,Mumbai,5,4,8,7,8,32,6.5,DEMO,COMMUNITY
OPP-490,Pata hai team abhi kya kar rahi hai dashboard kholo (skit),CT-DRAMA,FW-CONVO,CH-OWNER,hi-dominant,Owner,Both,8,7,4,6,4,29,5.7,TEAM-MANAGEMENT,FOLLOW
OPP-491,Proof nahi to sirf blame agent ki performance data se (skit) [Mumbai],CT-DRAMA,FW-DRAMA,CH-TEAMLEAD,mr-dominant,Manager,Mumbai,5,7,4,5,5,26,5.2,TEAM-MANAGEMENT,DEMO
OPP-492,Kaun sa agent kaun sa lead chala raha pata nahi (skit),CT-DRAMA,FW-WHATSAPP-CHAOS,CH-OWNER|CH-TEAMLEAD,en-leaning,Owner,Both,7,7,6,5,2,27,5.2,FEAR,FOLLOW
OPP-493,Visibility surveillance nahi fairness hai agent bhi khush (skit),CT-DRAMA,FW-WHATSAPP-CHAOS,CH-SALESMGR,hi-dominant,Manager,Both,7,5,3,7,7,29,5.8,TEAM-MANAGEMENT,DEMO
OPP-494,Poori team ek dashboard mein owner ka control (skit),CT-DRAMA,FW-WHATSAPP-CHAOS,CH-OWNER|CH-NEWBIE,mixed,Owner,Both,7,8,5,5,5,30,6.0,TEAM-MANAGEMENT,COMMENT
OPP-495,Rajesh ne Bandra buyer ko call kiya ya nahi ab pata chalega (skit),CT-DRAMA,FW-WHATSAPP-CHAOS,CH-TEAMLEAD|CH-BROKER,mr-dominant,Manager,Both,5,7,5,8,4,29,5.6,SALES,COMMENT
OPP-496,Fair lead distribution har agent ko barabar mauka (skit),CT-DRAMA,FW-WHATSAPP-CHAOS,CH-TEAMLEAD|CH-NEWBIE,mr-dominant,Manager,Both,7,6,5,6,5,29,5.8,TEAM-MANAGEMENT,COMMENT
OPP-497,Micromanagement band karo data dekho (skit),CT-DRAMA,FW-SKIT,CH-OWNER,hi-dominant,Owner,Both,6,7,6,7,2,28,5.4,CONTRARIAN,FOLLOW
OPP-498,Ek agent gaya saara business gaya bachao kaise (founder cut),CT-FOUNDER,FW-CONTRARIAN,CH-OWNER,hi-dominant,Owner,Both,7,6,4,9,5,31,6.0,FEAR,COMMUNITY
OPP-499,Top agent nikla apne saare client le gaya (founder cut) [Mumbai],CT-FOUNDER,FW-FOUNDER,CH-OWNER,en-leaning,Owner,Mumbai,4,6,4,7,6,27,5.3,REVENUE,COMMUNITY
OPP-500,Agent jaaye par leads agency ke paas rahein (founder cut) [Mumbai],CT-FOUNDER,FW-FOUNDER,CH-OWNER,hi-dominant,Owner,Mumbai,7,5,4,8,6,30,5.9,TEAM-MANAGEMENT,COMMENT
OPP-501,Naya agent ne purane ka kaam seamlessly uthaya kyunki sab system mein (founder cut),CT-FOUNDER,FW-CONTRARIAN,CH-TEAMLEAD,mixed,Manager,Both,6,5,5,8,6,30,5.9,SALES,COMMENT
OPP-502,Relationships agent ke phone mein ya agency ke system mein (founder cut),CT-FOUNDER,FW-AUTHORITY,CH-OWNER,mr-dominant,Owner,Both,4,4,2,8,4,22,4.2,FEAR,COMMENT
OPP-503,Naya agent Day 1 vs Day 7 with RealEstateFlow (meme) [Mumbai],CT-MEME,FW-WHATSAPP-CHAOS,CH-NEWBIE|CH-LOSTLEAD,mr-dominant,NewJoiner,Mumbai,7,7,6,6,4,30,5.9,CURIOSITY,COMMENT
OPP-504,Naye agent ko kaunse leads milenge fair rule dikhao (meme),CT-MEME,FW-CURIOSITY,CH-NEWBIE,mr-dominant,NewJoiner,Both,8,9,1,4,3,25,5.0,SALES,FOLLOW
OPP-505,New joiner 30 min mein CRM seekh gaya WhatsApp jaisa (meme),CT-MEME,FW-SKIT,CH-NEWBIE|CH-LOSTLEAD,mr-dominant,NewJoiner,Both,8,7,2,6,2,25,4.8,CRM,FOLLOW
OPP-506,Naya banda delete nahi kar sakta RBAC ka kamaal (meme) [Mumbai],CT-MEME,FW-WHATSAPP-CHAOS,CH-OWNER|CH-NEWBIE,hi-dominant,Owner,Mumbai,5,7,1,8,4,25,4.8,FEAR,FOLLOW
OPP-507,Rohan ka pehla din ghabrao mat sab simple hai (meme) [Pune],CT-MEME,FW-SKIT,CH-NEWBIE,hi-dominant,NewJoiner,Pune,7,10,3,6,4,30,5.9,UGC,SHARE
OPP-508,Team nahi seekhegi yeh dar galat hai 2 ghante training (meme),CT-MEME,FW-CURIOSITY,CH-OWNER|CH-LOSTLEAD,hi-dominant,Owner,Both,6,7,4,9,3,29,5.5,OBJECTION,COMMENT
OPP-509,Client bola 2BHK Andheri chahiye aap file dhoondh rahe (carousel) [Mumbai],CT-EDU,FW-CRM,CH-BROKER,mixed,Broker,Mumbai,4,5,6,5,7,27,5.5,PROPERTY-MANAGEMENT,DEMO
OPP-510,Call pe property details missing deal bhi missing (carousel) [Pune],CT-EDU,FW-LEAD-LEAKAGE,CH-CONSULTANT,mixed,Broker,Pune,7,4,9,6,5,31,6.2,PROPERTY-MANAGEMENT,COMMENT
OPP-511,Property turant share karo deal fast karo demo (carousel),CT-EDU,FW-MYTH,CH-BROKER,hi-dominant,Broker,Both,4,6,9,5,10,34,7.0,SALES,DEMO
OPP-512,Inventory ungliyon pe matching buyer ko instant (carousel) [Mumbai],CT-EDU,FW-LEAD-LEAKAGE,CH-CONSULTANT,mr-dominant,Broker,Mumbai,5,3,8,6,4,26,5.1,CURIOSITY,COMMENT
OPP-513,Instagram pe dekhi property aap dhoondh nahi paye client gaya (carousel),CT-EDU,FW-LEAD-LEAKAGE,CH-CONSULTANT,hi-dominant,Broker,Both,8,4,6,8,7,33,6.6,PROPERTY-MANAGEMENT,COMMENT
OPP-514,Property add karo media upload map pin 20 sec demo (carousel),CT-EDU,FW-MISTAKE,CH-CONSULTANT,hi-dominant,Broker,Both,7,7,6,4,7,31,6.3,DEMO,DEMO
OPP-515,Client call aaye to saari history turant samne (carousel) [Mumbai],CT-EDU,FW-LEAD-LEAKAGE,CH-BROKER,hi-dominant,Broker,Mumbai,6,5,7,4,5,27,5.5,SALES,COMMENT
OPP-516,Sneha ne client ki requirement ek jagah rakhi perfect match (carousel),CT-EDU,FW-MYTH,CH-BROKER,hi-dominant,Broker,Both,6,5,7,7,5,30,5.9,SOCIAL-PROOF,COMMENT
OPP-517,Client ko lagta hai aap sirf usi ke liye kaam kar rahe (carousel),CT-EDU,FW-LEAD-LEAKAGE,CH-CONSULTANT,en-leaning,Broker,Both,5,5,8,6,7,31,6.2,CURIOSITY,COMMENT
OPP-518,Buyer requirement capture karo galti se kuch miss na ho (carousel),CT-EDU,FW-MYTH,CH-BROKER,mr-dominant,Broker,Both,4,4,7,4,5,24,4.8,PROPERTY-MANAGEMENT,DEMO
OPP-519,Andheri broker ne lead leakage near zero kiya 60 din mein (testimonial) [Mumbai],CT-PROOF,FW-CUSTOMER,CH-OWNER,hi-dominant,Owner,Mumbai,5,3,6,5,10,29,6.1,SOCIAL-PROOF,DEMO
